LGA NAME,WARD NAME
,IHUNBO/ILASE
,
OBAFEMI/OWOD E,MOKOLOKI
,OFADA
,OWODE
,AJURA
,MOLOKO-ASIPA
,ONIDUNDU
,OBA
,EGBEDA
,KAJOLA
,OBAFEMI
,AJEBO
,ALAPAKO-ONI
,
ODEDA,ODEDA
,BALOGUN ITESI
,OLODO
,ALAGBAGBA
,ILUGUN
,OSIELE
,OBANTOKO
,ALABATA
,OBETE
,OPEJI
,
ODOGBOLU,IMOSAN
,IMODI
,OKUN-OWA
,ODOGBOLU I
,ODOGBOLU II
,AYEPE
,OSOSA
,IDOWA
,IBEFUN
,ILADO
,OGBO/MORAIKA/ITA-EPO I
,ALA/IGBILE
,JOBORE/IBIDO/IKISE
,OMU
,OGBO/MORAIKA/ITA-EPO II
,
OGUN WATER SIDE,IWOPIN
,ONI
,IBIADE
,LUKOGBE/ILUSIN
,ABIGI
,EFIRE
,AYEDE/LOMIRO
,AYILA/ITEBU
,MAKUN/IROKUN
,ODE-OMI
,
REMO NORTH,AYEGBAMI
,IGAN/AJINA
,MOBORODE/OKE-OLA
,ODOFIN/IMAGBO/PETEKUN/ DAWAR
,ILARA
,AKAKA
,IPARA
,ORILE-OKO
,ODE I
,ODE II
,
SAGAMU,OKO/EPE/ITUNLA I
,OKO/EPE/ITUNLA II
,AYEGBAMI/IJOKUN
,SABO I
,SABO II
,ISUKUN/OYEBAJO
,IJAGBA
,LATAWA
,ODE-LEMO
,OGIJO LIKOSI
,SURULERE
,ISOTE
,SIMAWA/IWELEPE
,AGBOWA
,IBIDO/ITUNA ALARA
AKOKO NORTH EAST,EDO
,EKAN
,IKADO I
,IKADO II
,ILEPA I
,ILEPA II
,ISOWOPO I
,ISOWOPO II
,IYOMETA I
,IYOMETA II
,OORUN I
,OORUN II
,OYINMO
,
AKOKO NORTH WEST,ARIGIDI/IYE I
,ARIGIDI II
,OKEAGBE I
,OYIN/OGE
,AJOWA/GASI/ERITI/GEDE GEDE
,OGBAGI
,OKE-IRUN/SURULERE
,ODO-IRUN/OYINMO
,ESE/AFIN
,ERUSU/IKARAMU/IBARAM U
,
AKOKO SOUTH EAST,EPINMI I
,EPINMI II
,IFIRA
,IPE I
,IPE II
,IPESI
,ISUA I
,ISUA II
,ISUA III
,ISUA IV
,SOSAN
,
AKOKO SOUTH WEST,OKA I
,OKA II A
,OKA II B
,OKA III A
,OKA III B
,OKA IV
,OKA VA
,OKA VB
,IKUN
,SUPARE I
,SUPARE II
,AKUNGBA I
,AKUNGBA II
,OBA I
,OBA II
,
AKURE NORTH,AGAMO/OKEOORE/AKOM OWA
,AYEDE/OGBESE
,AYETORO
,IGBATORO
,IGOBA/ISINIGBO
,ILUABO/ELEYEWO/BOLOR UNDURO
,ISIMIJA/IRADO
,MOFERERE
,OBA ILE
,ODO OJA/IJIGBO
,OKE-AFA/OWODE
,OKE IJU
,
AKURE SOUTH,APONMU
,GBOGI/ISIKAN I
,GBOGI/ISIKAN II
,IJOMU/OBANLA
,LISA
,ODA
,ODOPETU
,OKEARO/IROWO I
,OKEARO/IROWO II
,OSHODI/ISOLO
,OWODE/IMUAGUN
,
ESE-ODO,APO I
,APOI II
,APOI III
,APOI IV
,APOI V
,AROGBO I
,AROGBO II
,AROGBO III
,UKPARAMA I
,UKPARAMA II
,
IDANRE,ALA-ELEFOSAN
,ALADE-ATOSIN
,IDALE LEMIKAN
,IDALE LOGBOSERE
,IJOMU/ISURIN
,IROWO
,ISALU ETHINPETI
,ISALU JIGBOKIN
,OFOSU/ONISERE
,OWENA APONMU LONA
,
IFEDORE,ERO/IBUJI/MARIWO
,IGBARA OKE I
,IGBARA OKE II
,IJARE I
,IJARE II
,OBO/OIKOTA/OGBOSERE
,ILARA I
,ILARA II
,IPOGUN/IBULE
,ISARUN/ERIGI
,
ILAJE,AHERI
,ETIKAN
,MAHIN I
,MAHIN II
,MAHIN III
,MAHIN IV
,UGBO I
,UGBO II
,UGBO III
,UGBO IV
,UGBO V
,UGBO VI
,
ILEOLUJI/OKE- IGBO,ILE OLUJI I
,ILE OLUJI II
,ILE OLUJI III
,ILE OLUJI IV
,ILE OLUJI V
,ILE OLUJI VI
,OKE-IGBO I
,OKE-IGBO II
,OKE-IGBO III
,OKE-IGBO IV
,
IRELE,AJAGBA I
,AJAGBA II
,AKOTOGBO I
,AKOTOGBO II
,IYANSAN/OMI
,IRELE I
,IRELE II
,IRELE III
,IRELE IV
,IRELE V
,
ODIGBO,AGBABU
,AGO-ALAYE
,AJUE
,ARAROMI OBU
,AYESAN
,EBIJAW
,KOSERU
,ODIGBO
,ONIPARAGA
,ORE I
,ORE II
,
OKITIPUPA,AYEKA/IGODAN/IGBODIG O
,ERINJE
,IGBOTAKO I
,IGBOTAKO II
,IJU-ODO/EREKITI
,IKOYA/OLOTO
,ILUTITUN I
,ILUTITUN II
,ILUTITUN III
,ODE AYE I
,ODE AYE II
,OKITIPUPA I
,OKITIPUPA II
,
ONDO EAST,ATERU/OTASAN/IGBA
,ASANTAN OJA
,BOLORUNDURO
,EPE
,FAGBO
,OBADA
,OBOTO
,ORISUNMIBARE
,OWENA BRIDGE
,TEPO
,
ONDO WEST,ENUOWA/OBALALU
,GBAGHENGA/OGBONGBO/ AJAGBA-ALAAFIA
,IFORE/ODOSIDA/LORO
,ILUNLA/BAGBE/ODOWO I
,ILUNLA/BAGBE/ODOWO II
,LITAYE/OBUNKEKERE/IG BINDO
,LODASA/IPARUKU/LIJOKA
,ODOJOMU/ERINKETA/LEG IRI
,OKEAGUNLA/OKERO/OKE KUTA
,OKEOTUNBA/OKEDIBO/SO KOTI
,OKELISA OKEDOKO/OGBODU
,ORISUNMIBARE/ARAROMI
,
OSE,AFO
,IDOANI WARD I
,IDOANI WARD II
,IDOGUN
,IFON WARD I
,IFON WARD II
,IJAGBA
,IKARO ELEGBEKA
,IMERI
,IMORU/ARIMOGIJA
,OKELUSE
,UTE
,
OWO,AHINOGBE
,IGBOROKO I
,IGBOROKO II
,IJEBU I
,IJEBU II
,ILORO
,IPELE
,ISAIPEN
,ISUADA/IPENMEN/IDASEN/ OBA SOOTO
,IYARE
,USO/EURE ILE
,
,
ATAKUMOSA EAST,IWAR
,IGANGAN
,IPOLE
,IPERINDO
,ETI-ONI
,AJEGUNLE
,FOREST RESERVE  I
,FOREST RESERVE II
,FAFORIJI
,AJEGANDELE
,
ATAKUNMOSA WEST,OSU I
,OSU II
,OSU III
,IBODI
,IFELODUN
,ITA GUNMODI
,OKE BODE
,ISA OBI
,MUROKO
,IFEWARA I
,IFEWARA II
,
AYEDADE,BALOGUN
,OTUN-BALOGUN
,OLUFI
,OTUN-OLUFI
,IJUGBE/OKE-ESO/OKE- OWU
,LAGERE/AMOLA
,GBONGAN
,ODE-OMU RURAL
,OBALUFON
,ANLUGBUA
,ARAROMI-OWU
,
AYEDIRE,OLUPONNA I
,OLUPONNA II
,OLUPONNA III
,OKE-OSUN
,ILE-OGBO I
,ILE OGBO II
,ILE-OGBO III
,ILE-OGBO IV
,KUTA I
,KUTA II
,
BOLUWA-DURO,OKE OMI OTAN
,OKE-ODE OTAN
,OKE-OTAN
,GBELERU OBAALA I
,GBELERU OBAALA II
,OBANLA ILORO
,ERIPA
,OKE IRUN
,IRESI I
,IRESI II
,
BORIPE,OLOTI IRAGBIJI
,OJA-OBA
,COLLEGE/EGBEDA ROAD
,ISALE-OYO
,AAGBA
,ORORUWO
,ADA I
,ADA II
,ISALE ASA IREE
,OKE ESA/OGI
,OKE AREE
,
EDE NORTH,OLOBA/ATAPARA
,ABODUNDE/SAGBA
,OLOGUN/AGBAAKIN
,OLUSOKUN
,ALUSEKERE
,SABO/AGBONGBE I
,SABO/AGBONGBE II
,ISIBO/BUHARI-ISOLA
,APASO
,JAGUN/JAGUN EDE
,BARA EJEMU
,
EDE SOUTH,BABANLA/AGATE
,BA KUYE
,ASUNMO
,ALAJUE I
,ALAJUE II
,OLDAN
,BABASANYA
,SE KONA
,OLOKI/AKODA
,LOOGUN
,
EGBEDORE,AWO/ABUDO
,ARA I
,ARA II
,IDO-OSUN
,IRAGBERE I
,IRAGBERE II
,IWOYE/IDO/ORIGO
,IKOTUN
,OJO/ARO
,OKINNI/OLORUNSOGO/OF ATEDO
,
EJIGBO,ELEJIGBO ‘A’
,ELEJIGBO ‘B’/OSOLO
,ELEJIGBO ‘C’/MAPO
,ELEJIGBO ‘D’/EJEMU
,LELJIGBO/AYEGBOGBO
,OLA/AYE/AGURODO
,IFEODAN’A’/OWU-ILE
,IFEODAN ‘B’/MASIFA
,ILAWO/ISOKO/ISUNDUNRI N
,INISA/AATO/IGBON
,INISA II/AFAAKE/AYEGUNLE
,
IFE CENTRAL,ILARE I
,ILARE II
,ILARE III
,ILARE IV
,IREMO I (AJEBANDELE)
,IREMO II (ELEYELE)
,IREMO III
,IREMO IV
,IREMO V
,AKARABATA
,MORE OJAJA
,
IFEDAYO,OYI
,AYETIORO
,ISINMI
,BALOGUN
,OBAALE
,AWORO/OKE-ILA RURAL
,ASAONI
,CO-OPERATIVE
,AKESIN
,TEMIDIRE
,
IFE EAST,MORE
,ILODE I
,OLODE II
,OKEREWE I
,OKEREWE II
,OKEREWE III
,YEKEMI
,MODAKEKE I
,MODAKEKE II
,MODAKEKE III
,
IFELODUN,EESA IKIRUN
,AMOLA IKIRUN
,OWODE IKIRUN
,ISALE/OKE AFO
,IRIRUN RURAL
,"STATION ROAD, IKIRUN"
,OKERBA IKIRUN
,OLONDE IKIRUN
,IBA I
,IBA II
,OBAGUN
,EKOENDE/EKO AJALA
,
IFE NORTH,ASIPA/AKINALU
,EDUNABON I
,EDUNABON II
,FAMIA
,YAKOYO
,IPETUMODU I
,IPETUMODU II
,MOKO
,OYERE I
,OYERE II
,
IFE SOUTH,AYESAN
,IKIJA I
,IKIJA II
,OGBON ARE
,MEFOWORADE
,OKE OWENA
,OLODE
,OSI
,KERE
,ABIRI OGUDU
,AYE
,
ILA,EJIGBO I
,EJIGBO II
,EJIGBO III
,ISEDO I
,ISEDO II
,IPERIN
,EYINDI
,OKE-OLA
,OKE-EDE
,EYINDI/IPERIN
,AJABA/EDEMOSI/ABAORA NGUN
,
ILESA EAST,OKESA
,IMO
,IFOSAN/OKE-ESO
,ITISIN/OGUDU
,IJAMO
,UPPER AND LOWER IJOKA
,ILORO/IROYE
,ISAR
,ILERIN
,BOLORUNDURO
,BILADU
,
ILESA WEST,ITAKOGUN
,LOWER EGBEDI
,UPPER AND LOWER IGBOGI
,OMOFE/IDASA
,ISOKUN
,IKOTI/ARAROMI
,ILAJE
,ISIDA/IKOTI
,REJA
,AYEDO
,
IREPODUN,OLOBU A
,OLOBU B
,OLOBU C
,OLOBU D
,BARA A
,BARA B
,ELERIN A
,ELERIN B
,ELERIN C
,ELERIN D
,ELERIN E
,
IREWOLE,IKIRE A
,IKIRE B
,IKIRE C
,IKIRE D
,IKIRE E
,IKIRE F
,IKIRE G
,IKIRE H
,IKIRE I
,IKIRE J
,IKIRE K
,
ISOKAN,OLUKOYI (OJA-OSUN)
,OSA IKOYI (OLOKE)
,ASALU IKOYI (ABIRI)
,ORANRAN WARD
,IDOGUN WARD
,ALAPOMU I (ODO-OSUN)
,ALAPOMU II
,ASALU (MOGIMOGI)
,OOSA (ADIFA)
,AWALA I
,AWALA II
,
IWO,ISALE OBA I
,ISALE OBA II
,ISALE OBA III
,ISALE OBA IV
,MOLETE I
,NOLETE II
,MOLETE III
,OKE-ADAN I
,OKE-ADAN II
,OKE-ADAN III
,GIDIGBO I
,GIDIGBO II
,GIDIGBO III
,OKE OBA I
,OKE OBA II
,
OBOKUN,IBOKUN
,IPETU-ILE/ADAOWODE
,ILAHUN/IKINYINWA
,ILASE/IDOMINASI
,EESUN/IDO-OKO
,IMESI-ILE
,ESA-OKE
,OTAN-ILE
,ESA-ODO
,ILARE
,
ODO-OTIN,OBA/OJOMU
,BAALE
,IGBAYE
,FAJI/OPETE
,EKOSIN/IYEKU
,ORE/AGBEYE
,IJABE/ILA ODO
,OKUA/EKUSA
,ASI/ASABA
,OLUNISA
,OLUKOTUN
,ESA-OTUN BAALE OFE
,JAGUN OSI BAALE ODE
,OLOYAN ELEMOSHO
,OSOLO/OPARIN
,
OLA-OLUWA,TELEMU
,ASAMU/ILEMOWU
,OGBAAGBA I
,OGBAAGBA II
,IKIRE ILE/IWARA
,ISERO/IKONMOFIN
,OBAMORO/ILE-OGO
,BODE-OSI
,AJAGBA/ILO OKE
,ASA AJAGUNLASE
,
OLORUNDA,AGOWANDE
,BALOGUN
,AKOGUN
,ATELEWO
,OWOOPE
,OWODE I
,OWODE II
,AYETORO
,OBA-ILE
,OBA-OKE
,ILIE
,
ORIADE,ERIN-OKE
,ERIN-IJESA
,IJEBU JESA
,IWOYE
,IKEJI-ILE
,IRA
,IKEJI ARAKIJI/OWENA
,APOTI/DGBAJA
,IPETU IJESA I
,IPETU IJESA II
,IJEDA ILOKO
,ERINMO/IWARAJA
,
OROLU,OLUFON OROLU A
,OLUSON OROLU B
,OLUFON OROLU C
,OLUFON OROLU D
,ORUFON OROLU E
,OLUFON OROLU F
,OLUFON OROLUG
,ORUFON OROLU H
,OLUFON OROLU I
,OLUFON OROLU J
,
OSOGBO,ATAOJA A
,ATAOJA B
,ATAOJA C
,ATAOJA D
,ATAOJA E
,OTUN JAGUN B
,ALAGBA
,ARE-AGO
,JAGUN A
,JAGUN B
,BABA KEKERE
,OTUN JAGUN A
,EKETA
,OTUN BALOGUN A
,EKERIN
,
AFIJIO,ILORA I
,ILORA II
,ILORA III
,FIDITI I
,FIDITI II
,AWE I
,AWE II
,AKINMORIN/JOBELE
,IWARE
,IMINI
,
AKINYELE,IKEREKU
,OLANLA/OBODA/LADODE
,ARULOGUN/ENIOSA/AROR O
,OLODE/AMOSUN/ONIDUN DU
,OJO-EMO/MONIYA
,AKINYELE/ISABIYI/IREPO DUN
,IWOKOTO/TALONTAN/IDI ORO
,OJOO/AJIBODE/LANIBA
,IJAYE/OJEDEJI
,AJIBADE/ALABATA/ELEKU RU
,ORORISAOKO/OKEGBEMI/ MELE
,IROKO
,
ATIBA,OKE-AFIN I
,OKE-AFIN II
,AREMO
,BASHORUN
,AGUNPOPO I
,AGUNPOPO II
,AGUNOPOPO III
,ASHIPA I
,ASHIPA II
,ASHIPA III
,
ATISBO,TEDE I
,TEDE II
,IRAWO I
,IRAWO II
,OFIKI
,ALAGA
,AGO ARE
,AGO ARE II
,OWO/AGUNREGE/SABE
,BASHI
,
EGBEDA,ERUNMU
,AYEDE/ALUGBO/KOLOKO
,OWOBAALE/KASUMU
,OLODAN/AJIWOGBO
,OLODO/KUMIPAYI I
,OLODO II
,OLODO III
,OSEGERE AWAYE
,EGBEDA
,OLODO/ALAKIA
,OLUBADAN/ESTATE
,
IBADAN NORTH,"WARD I, N2"
,"WARD II, N3"
,"WARD III, N4"
,"WARD IV, N5A"
,"WARD V, N5A"
,"WARD V, N5B"
,"WARD VI, N6A PART I"
,"WARD VII, N6A PART II"
,"WARD VIII, N6A PART III"
,"WARD IX, N6B PART I"
,"WARD X, N6B PART II"
,"WARD XI, NWA"
,"WARD XII,NWB"
,
IBADAN NORTH EAST,WARD I EI
,WARD II E2
,WARD III E3
,WARD IV E4
,WARD V E5 (A)
,WARD VI E5 (B)
,WARD VII E6
,WARD VIII E7 (I)
,WARD IX E7 (II)
,WARD X 8
,WARD XI E9 (I)
,WARD XII E9 (II)
,
IBADAN NORTH WEST,"WARD I, NI (PART1)"
,"WARD 2, NI, (PART II)"
,"WARD 3, NW I"
,"WARD 4, NW 2"
,"WARD 5, NW 3 (PART I)"
,"WARD 6, NW 3 (PART I)"
,"WARD 7, NW 4"
,"WARD 8, NW5"
,"WARD 9, NW6"
,"WARD 10, NW 7"
,"WARD 11, NW 7"
,
IBADAN SOUTH EAST,CI
,SI
,S2A
,S2B
,S3
,S4A
,S4B
,S5
,S6A
,S6B
,S7A
,S7B
,
IBADAN SOUTH WEST,WARD ICS
,WARD  2SWI
,WARD 3SW2
,WARD SW3A & 3B
,WARD 5
,WARD 6
,WARD 7
,WARD 8
,WARD 9
,WARD 10
,WARD 11
,WARD 12
,
IBARAPA CENTRAL,IDERE I (MOLETE)
,IDERE II OMINIGBO/OKE OBA)
,IDERE III (KOSO/APA)
,IBEREKODO I (PATAOJU)
,"IBEREKODO II, (AGOORO/ITABAALE)"
,IDOFIN/SAGANUN IDOFIN I&II
,IGBOLE/PAKO
,ISALE-OBA
,OKESERIN I & II
,OKE-ODO
,
IBARAPA EAST,ERUWA I
,ERUWA II
,ERUWA III
,ERUWA IV
,ERUWA V
,ERUWA VI
,LANLATE I
,LANLATE II
,LANLATE III
,LANLATE IV
,
IBARAPA NORTH,AYETE I
,AYETE II
,IGANGAN I
,IGANGAN II
,IGANGA III
,IGANGA IV
,OFIKI I
,OFIKI II
,TAPA I
,TAPA II
,
IDO,ABA EMO/OLAJU/ALAKO
,AKUFO/IDIGBA/ARAROMI
,AKINWARE/AKINDELE
,APETE/AYEGUN/AWOTAN
,BATAKE/IDI-IYA
,IRINWYUSI/KOGUO/ODETO LA
,FENWA/OGUNLA/ELENUSO NSO
,IDO/ONIKEDE/OKUNA AWO
,OMI ADIO/OMI ONIGBAGBO BAKATARI
,"OGUNDELE/ALAHO/SIBA/IDI
-AHUN"
,
IREPO,AGORO
,AJUGUNNA
,ATIPA
,IBA I
,IBA II
,IBA III
,IBA IV
,IBA V
,IKOLABA
,LAHA/AJANA
,
ISEYIN,ADO-AWAYE
,AKINWUMI/OSOOGUN
,EKUNLE I
,EKUNLE II
,FARAMORA
,IJEMBA/OKE-OLA/OKE-OJA
,ISALU I
,ISALU II
,KOSO I
,KOSO II
,LADOGAN/OKE EYIN
,
ITESIWAJU,BABAODE
,IGBOJAIYE
,IPAPO
,KOMU
,OKAKA I
,OKAKA II
,OKE AMU
,OUT I
,OUT II
,OWODE/IPAPO
,
IWAJOWA,AGBAAKIN I
,AGBAKIN II
,IWERE ILE I
,IWERE ILE II
,IWERE ILE III
,IWERE ILE IV
,SABIGANA I
,SABIGANA II
,SABIGANA II
,SABIGANA IV
,
KAJOLA,AYETORO-OKE I
,ELERO
,GBELEKALE I&II
,EBA-OGAN
,IJO
,ILAJI OKE/IWERE-OKE
,IMOBA/OKE-OGUN
,ISEMI-ILE/IMIA/ILUA
,ISIA
,KAJOLA
,OLELE
,
LAGELU,AJARA/OPEODU
,APATERE/KUFFI/OGUNBOD E/OGO
,ARULOGUNEHIN/KELEBE
,EJIOKU/IGBON/ARIKU
,LAGELU MARKET/KAJOLA/GBENA
,LAGUN
,LALUPON I
,LALUPON II
,LALUPON III
,OFA-IGBO
,OGUNJANA/OLOWODE/OGB URO
,OGUNREMI/OGUNSINA
,OYEDEJI/OLODE/KUTAYI
,SAGBE/PABIEKUN
,
OGBOMOSO NORTH,ABOGUNDE
,AAJE/OGUNBADO/OKE AGBEDE
,AGUODO/MASIFA
,ISALE AFON
,ISALE ALAASA
,ISALE ORA/SAJA
,JAGUN
,OKELERIN
,OSUPA
,SABO/TAARA
,
OGBOMOSO,AKATA
,ALAPATA
,AROWOMOLE
,IBAPON
,IJERU I
,IJERU II
,ILOGBO
,ISOKO
,LAGBEDU
,OKE-OLA/FARM SETTLEMENT
,
OGO-OLUWA,AJAAWA I
,AJAAWA II
,AYEDE
,AAYETORO
,IDEWURE
,LAGBEDU
,MOWOLOWO/IWOATE
,ODO-OBA
,OPETE
,OMATOKUN
,
OLORUNSOGO,ABOKE (ABOYUN OGUN)
,ELERUGBA/ELEHINKE/SAG BON (APERU)
,IKOLABA/OBADIMO
,ONIGBETI I
,ONIGBETI II/SAAGBON AGORO (SANTO)
,ONIGBETI III & IV (AGBENI)
,OPA/OGUNYIYI
,SERIKI I*ABOSINO (OKIN)
,SERIKI II (AGBELE)
,WARO/APATA-ALAJE
,
OLUYOLE,AYEGUN
,IDI-IROKO/IKEREKU
,IDI-OSAN/EGBEDA-ATUBA
,MOSLEM/OGBERE
,ODO-ONA NLA
,OKANHINDE/LAGUNDE
,OLOMI/OLURINDE
,OLONDE/ABA-NLA
,ONIPE
,ORISUNBARE/OJO-EKUN
,
ONA-ARA,AKANRAN/OLORUNDA
,ARAROMI/APERIN
,BADEKU
,GBADA EFON
,ODIODE YALE/ODIAPERIN
,OGBERE
,OGBERE TIOYA
,OJOKU/AJIA
,OLORUNSOGO
,OLODE/GBEDUN/OJEBODE
,OREMEJI/AGUGU
,
OORELOPE,AALEPATA
,AARE
,BONNI
,IGBOPE/IYEYE I
,IGBOPE/IYEYE II
,IGI ISUBU
,ONE ONIBODE I
,ONA ONIBODE II
,ONA ONIBODE III
,ONIGBOH/ALAMO/OKERE
,
ORIIRE,ORIIRE I
,ORIIRE II
,ORIIRE III
,ORIIRE IV
,ORIIRE V
,ORIIRE VI
,ORIIRE VII
,ORIIRE VIII
,ORIIRE IX
,ORIIRE X
,
OYO EAST,AGBOYE/MOLETE
,AJAGBA
,ALAODI/MODEKE
,APAARA
,APINNI
,BALOGUN
,JABATA
,OKE APO
,OLUAJO
,OWODE/ARAROMI
,
OYO WEST,AKEETAN
,AJOKIDERO/AKEWUGBERU
,FASOLA/SOKU
,ISEKE
,ISOKUN I
,ISOKUN II
,IYAJI
,OPAPA
,OWODE
,PAKOYI/IDODE
,
SAKI EAST,AGBONLE
,AGO AMODU I
,AGO AMODU  II
,OGBOORO I
,OGBOORO II
,OJE OWODE I
,OJE OWODE II
,SEPETERI I
,SEPETERI II
,SEPETERI III
,SEPERETERI IV
,
SAKI WEST,AGNMU/KOOKO
,AJENGUNLE
,BAGI
,EKO-KAN MUA
,IYA
,OGIDIGBO/KINNKINN
,OKE-ORO
,OKERE I
,OKERE II
,SANGOTE/BOODA/OJUA/BA ABO
,SEPETERI/BAPON
,
SURULERE,BAAYE-OJE
,IGBON/GAMBARI
,IRESAADU I (IRESAAPA)
,IRESAADU II (AROLU)
,IRESAADU III
,IRESAADU IV (IREGBA)
,IWOFIN
,OKO I
,OKO II (ILAJUE)
,OKO III (MAYIN)
,
,
BARKIN LADI,BARKIN LADI
,GASSA/SHO
,GINDIN AKWATI
,KEIPANG
,KAPWIS
,KURRA FALLS
,LOBIRING
,MARIT/MAZAT
,RAFAN
,TAFAN
,ZABOT
,
BASSA,BUHIT
,BUJI
,GABIA
,RURUM
,JENGRE
,KADAMO
,KAKKEK
,KASURU
,KIMAKPA
,KISHIKA
,MAFARA
,RIMI
,TAAGBE
,TAHU
,ZABOLO
,ZOBWO
,
BOKKOS,BOKKOS
,BUTURA
,DAFFO
,DAMWAI
,KWATAS
,MANGOR
,MBAR/MANGAR
,MANGUNA
,MUSHERE  CENTRAL
,MUNSHER WEST
,RICHIA
,SHA
,TANGUR
,TOFF
,
JOS EAST,FEDERE
,BOBUR A
,BOBUR B
,FURSUM
,JARAWAN KOGI
,MAIGEMU
,MAIJUJU
,SHERE EAST
,SHERE WEST
,ZANDI
,
JOS NORTH,ABBA NA SHEHU
,ALI-KAZAURE
,GARBA DAHO
,GANGARE
,IBRAHIM KATSINA
,JENTA ADAMU
,JENTA APATA
,JOS-JARAWA
,MARAGUTA A
,MARAGUTA B
,SARKIN ARABA
,TAFAWA-BALEWA
,TUDUN WADA KABONG
,VANDERPUYE
,
JOS SOUTH,BUKURU
,DU
,GIRING
,GYEL A
,GYEL B
,KURU A
,KURU B
,SHEN
,TURU
,VWANG
,ZAWANG A
,ZAWANG  B
,
KANAM,BIRBYANG
,DENGI
,DUGUB
,GADDI
,GARGA
,GUMSHER
,GWAMLAR
,JARKI
,JOM
,KANAM
,KANTANA
,KUNKYAM
,MUNBUTBO
,NAMARAN
,
KANKE,AMPANG EAST
,AMPER CHIKA A
,AMPER CHIKA B
,AMPER SERI
,DAWAKI
,GARRAM
,KABWIR PADA
,KABWIR/GYANGYANG
,LANGSHI
,NEMEL
,
LANG-TANG NORTH,FUNYALAND
,JAT
,KELLER
,KUFFEN
,KWALLAK
,KWANPE
,LIPCHOK
,MBAN/ZAMKO
,NYER
,PAJAT
,PIL-GANI
,PISHE/VASHE
,REAK
,WAROK
,
LANG-TANG SOUTH,DADIN KOWA
,FAJUL
,GAMAKAI
,LASHEL
,MABUDI
,MAGAMA
,SABON GIDA
,TAL GWANG
,TIMBOL
,TURAKI
,
MANGU,AMPANG WEST
,CHANSO
,GINDIRI 1
,GINDIRI 11
,JANNARET
,JIPAL/CHAKFEM
,KADUNU
,KERANG
,KOMBUN
,LANGAI
,MANGU 1
,MANGU TOWN 11
,MANGUN
,MANGUN HALLE
,PANYAM
,PUSHIT
,
MIKANG,BALTEP
,GARKAWA CENTRAL
,GARKAWA NORTH
,GARKAWA NORTH EAST
,KOENOEM  A
,KOENOEM B
,LALIN
,PIAPUNG A
,PIAPUNG B
,TUNKUS
,
PANKSHIN,CHIP
,DOK-PAI
,FIER
,JIBLIK
,KADUNG
,KANGSHU
,LANKAN
,PANKSHIN CENTRAL
,PANKSHIN CHIGWONG
,PANKSHIN SOUTH(BELNING)
,TAL
,WOKKOS
,
QU AN PAN,BWALL
,DOEMAK GOECHIM
,DOEMAK KOPLONG
,KOKA-KASUWA
,KURGWI
,KWA
,KWALLA MOEDA
,KWALLA YITLA AR
,KWANDE
,KWANG
,NAMU
,
RIYOM,ATTAKAR
,BUM
,DANTO
,JOL/KWI
,RA-HOSS
,RIM
,RIYOM
,SHARUBUTU
,SOPP
,TA-HOSS
,
SHENDAM,DERTENG
,KALONG
,KURUNGBOU A
,KURUNGBOU  B
,KOEKAT
,PANGSHOM
,POESHIP
,SHENDAM CENTRAL A
,SHENDAM CENTRAL B
,SHIMANKAR
,YELWA
,
WASE,BASHAR
,DANBIRAM
,GUDUS
,KADARKO
,KUMBONG
,KUMBUR
,KUYAMBANA
,MAVO
,NYALUM/KAMPANI
,SALUWE
,WASE TOFA
,YOLA-WAKAT
,
ABUA-ODUAL,ABUA I
,ABUA II
,ABUA III
,ABUA IV
,EMUGHAN I
,EMUGHAN II
,OTAPHA
,OKPEDEN
,AGADA
,EMELEGO
,EMAGO-KUGBO
,AKANI
,ANYU
,
AHODA EAST,AHOADA I
,AHOADA II
,AHOADA II
,AHOADA IV
,UPATA I
,UPATA II
,UPATA II
,UPATA IV
,UPATA V
,UPATA VI
,AKOH I
,AKOH II
,AKOH III
,
AHOADA WEST,EDIRO I
,EDIRO II
,JOINKRAMA
,OKARKI
,IGBUDUYA I
,IGBUDUYA II
,IGBUDUYA III
,IGBUDUYA IV
,UBIE I
,UBIE II
,UBIE III
,UBIE IV
,
AKUKUTORU,MANUEL I
,MANUEL II
,MANUEL III
,GRIGGS I
,GRIGGS II
,GRIGGS III
,GEORGEWILL I
,GEORGEWILL II
,GEORGEWILL III
,JACK I
,JACK II
,JACK III
,ALISE GROUP
,OBONOMA
,KALU I
,KALU II
,NORTH/SOUTH GROUP
,
ANDONI,NGO TOWN
,UNYEGALA
,AGWUT-OBOLO
,ADEKE
,IKURU TOWN
,UNYEADA I
,UNYEADA II
,SAMANGA
,ASARAMA
,ATABA I
,ATABA II
,
ASARI-TORU,BUGUMA SOUTH
,BUGUMA EAST
,BUGUMA EAST I
,BUGUMA EAST II
,BUGUMA SOUTH WEST
,BUGUMA NORTH EAST
,BUGUMA WEST
,BUGUMA NORTH WEST I
,BUGUMA NORTH WEST II
,BUGUMA EAST WEST
,TSIA GROUP I
,TSIA GROUP II
,WEST CENTRAL GROUP
,
BONNY,WARD I COAL BEACH
,WARD II COURT/ADA ALLISON
,WARD III OROSIRIRI
,WARD IV NEW LAYOUT
,WARD V FINIMA
,WARD VI ABALAMABIE
,WARD VII DEMA ABBEY
,WARD VIII DAN JUMBO/BERESIRI
,WARD IX NANABIE
